comentario,ciudad,id,nombre,edad,género,categoría_del_problema,nivel_de_urgencia,fecha_del_reporte,acceso_a_internet,atención_previa_del_gobierno,zona_rural
,Bogotá,1943,Ana,62.0,F,Seguridad,Urgente,2023-06-03,1,1,0
faltan médicos en el centro de salud.,Cali,1944,Sofía,,M,Salud,No urgente,2024-09-29,0,0,0
no hay suficientes escuelas públicas.,Santa Marta,1945,Sofía,70.0,Otro,Educación,Urgente,2024-09-13,1,0,0
no tenemos centros culturales ni bibliotecas.,Cali,1946,Ana,71.0,Otro,Medio Ambiente,Urgente,2023-08-14,1,0,0
necesitamos más acceso a internet en la zona.,Manizales,1947,Camilo,24.0,F,Medio Ambiente,No urgente,2024-05-25,1,1,1
queremos más presencia policial.,Santa Marta,1948,Pedro,53.0,Otro,Seguridad,No urgente,2023-07-09,0,1,0
,Cali,1949,Valentina,44.0,F,Educación,Urgente,2024-03-02,1,0,0
las basuras no se recogen a tiempo.,Santa Marta,1950,Laura,78.0,Otro,Medio Ambiente,No urgente,2024-07-04,0,0,0
las calles están muy oscuras y peligrosas.,Bogotá,1951,Pedro,54.0,F,Educación,No urgente,2023-09-18,1,0,0
las calles están muy oscuras y peligrosas.,Medellín,1952,Camilo,78.0,M,Salud,No urgente,2023-11-24,1,1,1
queremos más presencia policial.,Bucaramanga,1953,Carlos,27.0,Otro,Medio Ambiente,Urgente,2024-09-20,0,0,1
no tenemos centros culturales ni bibliotecas.,Medellín,1954,Jorge,69.0,F,Seguridad,Urgente,2024-02-09,0,1,0
necesitamos más acceso a internet en la zona.,Cúcuta,1955,Carlos,55.0,M,Salud,No urgente,2023-03-27,1,0,0
,Bucaramanga,1956,Sofía,41.0,F,Educación,No urgente,2023-05-07,1,0,0
falta agua potable en varias casas.,Medellín,1957,Juan,43.0,F,Educación,Urgente,2023-03-13,0,0,1
necesitamos más acceso a internet en la zona.,Barranquilla,1958,Pedro,,M,Medio Ambiente,Urgente,2024-06-28,0,0,0
falta agua potable en varias casas.,Bucaramanga,1959,Valentina,24.0,Otro,Medio Ambiente,No urgente,2023-06-09,0,0,1
hay problemas con la recolección de basura.,Bogotá,1960,María,32.0,Otro,Salud,Urgente,2023-03-06,0,0,1
la contaminación del río está aumentando.,Manizales,1961,Jorge,57.0,M,Medio Ambiente,No urgente,2023-12-29,1,0,0
no tenemos centros culturales ni bibliotecas.,Cartagena,1962,Camilo,57.0,,Salud,No urgente,2023-10-02,0,1,1
no hay suficientes escuelas públicas.,Barranquilla,1963,Laura,39.0,M,Seguridad,Urgente,2023-11-26,1,1,0
no hay suficientes escuelas públicas.,Bogotá,1964,Laura,26.0,Otro,Medio Ambiente,No urgente,2023-10-07,0,1,1
las calles están muy oscuras y peligrosas.,Santa Marta,1965,Carlos,66.0,Otro,Medio Ambiente,Urgente,2024-09-26,1,1,1
no tenemos centros culturales ni bibliotecas.,Medellín,1966,Jorge,67.0,M,Salud,Urgente,2023-03-10,0,0,1
la contaminación del río está aumentando.,Cartagena,1967,Ana,79.0,M,Educación,Urgente,2023-07-20,0,1,0
hay problemas con la recolección de basura.,Manizales,1968,Sofía,27.0,F,Seguridad,No urgente,2024-03-15,1,1,1
faltan médicos en el centro de salud.,Bogotá,1969,Carlos,52.0,M,Salud,Urgente,2023-03-24,1,1,0
necesitamos más acceso a internet en la zona.,Cali,1970,Pedro,47.0,F,Educación,Urgente,2024-07-24,1,0,0
queremos más presencia policial.,Bucaramanga,1971,Camilo,72.0,Otro,Seguridad,Urgente,2023-01-03,1,1,0
falta agua potable en varias casas.,Cúcuta,1972,Valentina,52.0,Otro,Salud,Urgente,2024-02-03,0,1,1
las calles están muy oscuras y peligrosas.,Cali,1973,Sofía,30.0,M,Seguridad,Urgente,2023-06-16,1,0,0
no hay suficientes escuelas públicas.,Pereira,1974,Carlos,47.0,Otro,Salud,Urgente,2024-08-31,0,1,1
necesitamos más acceso a internet en la zona.,Bogotá,1975,Laura,,M,Seguridad,Urgente,2024-02-09,1,0,0
no hay suficientes escuelas públicas.,Cartagena,1976,Laura,34.0,M,Salud,Urgente,2023-02-02,1,1,1
la contaminación del río está aumentando.,Cartagena,1977,María,76.0,F,Educación,No urgente,2024-03-05,0,0,0
las basuras no se recogen a tiempo.,Manizales,1978,Carlos,18.0,F,Educación,No urgente,2024-04-27,1,0,1
las calles están muy oscuras y peligrosas.,Medellín,1979,Jorge,60.0,F,Seguridad,Urgente,2023-12-01,1,0,0
no hay suficientes escuelas públicas.,Cartagena,1980,Laura,24.0,F,Seguridad,No urgente,2023-02-13,1,1,0
hay problemas con la recolección de basura.,Bucaramanga,1981,Ana,39.0,Otro,Seguridad,Urgente,2024-05-10,0,1,0
la contaminación del río está aumentando.,Manizales,1982,Camilo,28.0,M,Seguridad,No urgente,2024-09-19,1,1,0
queremos más presencia policial.,Santa Marta,1983,Juan,46.0,M,Educación,No urgente,2024-06-07,1,0,1
necesitamos más acceso a internet en la zona.,Cartagena,1984,María,,F,Salud,No urgente,2024-03-01,1,0,0
las calles están muy oscuras y peligrosas.,Pereira,1985,Juan,32.0,F,Salud,Urgente,2023-08-11,0,0,1
faltan médicos en el centro de salud.,Medellín,1986,Carlos,15.0,M,Medio Ambiente,Urgente,2023-07-11,1,1,0
no hay suficientes escuelas públicas.,Barranquilla,1987,Camilo,73.0,M,Medio Ambiente,No urgente,2023-01-06,1,0,0
necesitamos más acceso a internet en la zona.,Cartagena,1988,Valentina,75.0,M,Salud,No urgente,2023-01-26,0,0,1
queremos más presencia policial.,Manizales,1989,Carlos,22.0,Otro,Salud,No urgente,2024-06-04,0,0,0
queremos más presencia policial.,Cúcuta,1990,Juan,53.0,F,Medio Ambiente,No urgente,2023-11-28,0,0,0
no hay suficientes escuelas públicas.,Bogotá,1991,Sofía,71.0,M,Salud,Urgente,2023-05-10,0,1,0
necesitamos más acceso a internet en la zona.,Cartagena,1992,Ana,56.0,F,Educación,Urgente,2023-12-04,0,0,0
no tenemos centros culturales ni bibliotecas.,Barranquilla,1993,Camilo,63.0,M,Salud,Urgente,2023-07-15,1,0,0
hay problemas con la recolección de basura.,Bogotá,1994,María,22.0,M,Medio Ambiente,No urgente,2023-08-16,1,0,1
,Manizales,1995,Ana,31.0,Otro,Seguridad,No urgente,2023-02-16,0,0,1
necesitamos más acceso a internet en la zona.,Pereira,1996,María,31.0,Otro,Seguridad,Urgente,2023-01-22,1,0,0
no hay suficientes escuelas públicas.,Medellín,1997,Carlos,79.0,M,Salud,Urgente,2024-07-29,0,1,0
hay problemas con la recolección de basura.,Pereira,1998,Valentina,33.0,F,Medio Ambiente,Urgente,2023-08-04,0,1,1
las calles están muy oscuras y peligrosas.,Barranquilla,1999,Ana,72.0,F,Salud,Urgente,2024-05-03,1,0,0
hay problemas con la recolección de basura.,Medellín,2000,Valentina,68.0,F,Medio Ambiente,No urgente,2023-12-06,0,0,0
la contaminación del río está aumentando.,Santa Marta,2001,Ana,44.0,Otro,Educación,Urgente,2024-05-23,1,1,0
faltan médicos en el centro de salud.,Bucaramanga,2002,Valentina,40.0,M,Educación,Urgente,2023-06-22,1,1,0
la contaminación del río está aumentando.,Bogotá,2003,Carlos,65.0,Otro,Salud,Urgente,2024-08-12,0,0,1
falta agua potable en varias casas.,Bucaramanga,2004,Laura,42.0,Otro,Salud,Urgente,2023-06-04,1,1,0
necesitamos más acceso a internet en la zona.,Cartagena,2005,Pedro,37.0,M,Medio Ambiente,No urgente,2023-09-03,1,0,1
hay problemas con la recolección de basura.,Santa Marta,2006,Valentina,76.0,Otro,Medio Ambiente,Urgente,2023-04-03,0,1,0
queremos más presencia policial.,Santa Marta,2007,Juan,70.0,Otro,Seguridad,No urgente,2024-09-01,1,0,0
no tenemos centros culturales ni bibliotecas.,Bogotá,2008,Pedro,43.0,Otro,Medio Ambiente,No urgente,2024-10-27,0,1,0
no tenemos centros culturales ni bibliotecas.,Cartagena,2009,Carlos,54.0,F,Educación,Urgente,2023-10-07,1,0,0
las basuras no se recogen a tiempo.,Manizales,2010,Carlos,,M,Medio Ambiente,Urgente,2023-08-26,1,0,0
hay problemas con la recolección de basura.,Cartagena,2011,Juan,74.0,F,Medio Ambiente,No urgente,2023-09-02,1,0,1
la contaminación del río está aumentando.,Cali,2012,Pedro,31.0,M,Medio Ambiente,No urgente,2023-07-02,1,1,0
queremos más presencia policial.,Santa Marta,2013,Carlos,76.0,Otro,Seguridad,No urgente,2023-03-24,1,0,1
no tenemos centros culturales ni bibliotecas.,Cúcuta,2014,Sofía,29.0,F,Salud,No urgente,2023-01-03,1,1,1
hay problemas con la recolección de basura.,Bogotá,2015,Pedro,54.0,,Educación,Urgente,2023-04-06,1,1,1
faltan médicos en el centro de salud.,Bogotá,2016,María,52.0,M,Medio Ambiente,Urgente,2023-12-31,0,1,1
necesitamos más acceso a internet en la zona.,Bucaramanga,2017,Carlos,33.0,,Seguridad,No urgente,2023-03-24,0,1,0
las basuras no se recogen a tiempo.,Cúcuta,2018,Carlos,80.0,F,Salud,No urgente,2024-05-31,1,1,1
necesitamos más acceso a internet en la zona.,Bogotá,2019,Valentina,59.0,Otro,Seguridad,Urgente,2024-04-29,0,1,1
,Pereira,2020,Valentina,41.0,M,Seguridad,Urgente,2024-03-29,1,1,1
necesitamos más acceso a internet en la zona.,Bogotá,2021,Sofía,26.0,M,Seguridad,No urgente,2023-09-20,0,1,1
necesitamos más acceso a internet en la zona.,Pereira,2022,Ana,60.0,M,Seguridad,Urgente,2023-01-09,1,1,0
queremos más presencia policial.,Barranquilla,2023,Sofía,30.0,Otro,Educación,No urgente,2023-05-20,1,1,1
no tenemos centros culturales ni bibliotecas.,Bogotá,2024,Laura,43.0,M,Salud,Urgente,2023-08-11,0,1,0
las calles están muy oscuras y peligrosas.,Manizales,2025,Valentina,36.0,Otro,Seguridad,Urgente,2024-06-25,0,0,0
no tenemos centros culturales ni bibliotecas.,Bucaramanga,2026,Sofía,47.0,F,Medio Ambiente,No urgente,2024-08-22,0,0,0
las calles están muy oscuras y peligrosas.,Manizales,2027,Laura,77.0,F,Medio Ambiente,Urgente,2024-10-20,0,1,0
faltan médicos en el centro de salud.,Bogotá,2028,Pedro,55.0,Otro,Educación,No urgente,2024-11-21,1,0,0
no tenemos centros culturales ni bibliotecas.,Bogotá,2029,Valentina,19.0,M,Medio Ambiente,Urgente,2024-08-28,0,0,1
falta agua potable en varias casas.,Pereira,2030,María,28.0,F,Medio Ambiente,Urgente,2023-04-25,1,1,1
las calles están muy oscuras y peligrosas.,Bucaramanga,2031,Laura,80.0,M,Medio Ambiente,Urgente,2023-06-08,0,1,1
falta agua potable en varias casas.,Cali,2032,Sofía,50.0,Otro,Salud,Urgente,2024-04-26,0,0,1
falta agua potable en varias casas.,Cali,2033,Sofía,77.0,F,Educación,No urgente,2023-07-07,0,0,1
queremos más presencia policial.,Cartagena,2034,Laura,63.0,F,Seguridad,Urgente,2023-12-16,0,0,0
,Medellín,2035,Laura,65.0,Otro,Medio Ambiente,Urgente,2023-11-28,1,1,0
faltan médicos en el centro de salud.,Bucaramanga,2036,Sofía,,M,Educación,Urgente,2023-12-03,0,1,1
hay problemas con la recolección de basura.,Cartagena,2037,Sofía,50.0,M,Salud,No urgente,2023-03-15,1,1,1
queremos más presencia policial.,Cúcuta,2038,Valentina,79.0,M,Salud,No urgente,2024-05-29,0,1,0
no hay suficientes escuelas públicas.,Medellín,2039,Laura,52.0,F,Salud,Urgente,2023-03-05,1,0,0
queremos más presencia policial.,Santa Marta,2040,Juan,56.0,Otro,Educación,Urgente,2023-08-19,1,0,1
faltan médicos en el centro de salud.,Barranquilla,2041,Pedro,52.0,M,Educación,No urgente,2024-09-09,0,0,0
las calles están muy oscuras y peligrosas.,Barranquilla,2042,Carlos,23.0,M,Educación,No urgente,2023-09-28,1,1,1
no tenemos centros culturales ni bibliotecas.,Manizales,2043,Juan,80.0,M,Educación,Urgente,2024-03-24,1,1,1
las basuras no se recogen a tiempo.,Manizales,2044,María,42.0,F,Seguridad,No urgente,2023-11-06,0,1,1
faltan médicos en el centro de salud.,Manizales,2045,Ana,38.0,F,Salud,No urgente,2023-03-16,1,0,0
falta agua potable en varias casas.,Barranquilla,2046,Valentina,,Otro,Educación,No urgente,2024-11-19,1,1,0
falta agua potable en varias casas.,Bogotá,2047,María,63.0,M,Medio Ambiente,Urgente,2023-09-07,0,1,0
no hay suficientes escuelas públicas.,Cúcuta,2048,Pedro,72.0,F,Salud,Urgente,2024-04-28,1,0,0
necesitamos más acceso a internet en la zona.,Cúcuta,2049,Valentina,41.0,Otro,Medio Ambiente,No urgente,2023-12-21,0,1,1
las basuras no se recogen a tiempo.,Bogotá,2050,Ana,40.0,F,Seguridad,Urgente,2023-09-15,1,0,1
la contaminación del río está aumentando.,Santa Marta,2051,Sofía,69.0,M,Seguridad,No urgente,2024-07-01,0,0,0
las basuras no se recogen a tiempo.,Cúcuta,2052,Valentina,29.0,M,Salud,Urgente,2023-01-15,0,1,1
queremos más presencia policial.,Cali,2053,María,70.0,Otro,Medio Ambiente,No urgente,2023-05-05,1,0,0
no hay suficientes escuelas públicas.,Cartagena,2054,Carlos,68.0,M,Seguridad,No urgente,2024-03-18,0,0,0
necesitamos más acceso a internet en la zona.,Cartagena,2055,Ana,62.0,M,Salud,Urgente,2023-07-25,1,1,0
las basuras no se recogen a tiempo.,Barranquilla,2056,Ana,53.0,M,Medio Ambiente,Urgente,2024-02-18,0,1,0
la contaminación del río está aumentando.,Pereira,2057,Pedro,,Otro,Medio Ambiente,Urgente,2023-07-03,1,0,1
la contaminación del río está aumentando.,Cartagena,2058,Sofía,77.0,Otro,Seguridad,No urgente,2023-01-23,1,0,0
no tenemos centros culturales ni bibliotecas.,Pereira,2059,Pedro,36.0,M,Medio Ambiente,No urgente,2024-01-22,0,1,1
la contaminación del río está aumentando.,Cúcuta,2060,Laura,45.0,Otro,Educación,No urgente,2023-11-27,1,0,1
la contaminación del río está aumentando.,Manizales,2061,Ana,34.0,F,Medio Ambiente,Urgente,2023-01-10,0,0,0
faltan médicos en el centro de salud.,Bogotá,2062,Pedro,60.0,M,Salud,No urgente,2023-02-05,1,0,1
las basuras no se recogen a tiempo.,Bucaramanga,2063,Valentina,30.0,F,Medio Ambiente,No urgente,2023-10-13,0,0,0
falta agua potable en varias casas.,Barranquilla,2064,Camilo,28.0,F,Seguridad,Urgente,2023-07-21,1,0,0
las calles están muy oscuras y peligrosas.,Cúcuta,2065,Juan,45.0,M,Educación,No urgente,2024-06-23,1,0,0
la contaminación del río está aumentando.,Bucaramanga,2066,Laura,66.0,M,Educación,No urgente,2023-06-27,1,0,0
falta agua potable en varias casas.,Cali,2067,Jorge,51.0,F,Educación,Urgente,2024-06-30,1,0,1
,Barranquilla,2068,Jorge,38.0,,Salud,No urgente,2023-05-09,0,0,1
hay problemas con la recolección de basura.,Barranquilla,2069,Laura,27.0,F,Seguridad,No urgente,2024-12-01,0,1,0
la contaminación del río está aumentando.,Manizales,2070,Carlos,73.0,Otro,Educación,No urgente,2024-03-10,0,0,0
las calles están muy oscuras y peligrosas.,Medellín,2071,María,42.0,M,Medio Ambiente,No urgente,2023-05-13,0,0,0
la contaminación del río está aumentando.,Medellín,2072,Valentina,42.0,F,Medio Ambiente,Urgente,2023-09-17,0,1,0
las basuras no se recogen a tiempo.,Bucaramanga,2073,Jorge,,M,Educación,Urgente,2023-07-08,1,1,0
no tenemos centros culturales ni bibliotecas.,Santa Marta,2074,Pedro,37.0,M,Medio Ambiente,Urgente,2023-06-09,1,0,0
no hay suficientes escuelas públicas.,Bucaramanga,2075,Ana,43.0,F,Medio Ambiente,No urgente,2024-10-10,0,1,1
hay problemas con la recolección de basura.,Bogotá,2076,Sofía,20.0,F,Educación,Urgente,2023-10-27,1,1,0
faltan médicos en el centro de salud.,Santa Marta,2077,Camilo,41.0,M,Educación,No urgente,2024-05-26,0,1,0
no tenemos centros culturales ni bibliotecas.,Santa Marta,2078,Valentina,56.0,M,Medio Ambiente,Urgente,2024-04-21,1,0,1
queremos más presencia policial.,Manizales,2079,Valentina,77.0,M,Salud,Urgente,2023-02-20,0,1,0
necesitamos más acceso a internet en la zona.,Bucaramanga,2080,Jorge,34.0,F,Educación,Urgente,2023-12-25,1,1,1
hay problemas con la recolección de basura.,Cali,2081,Jorge,79.0,M,Medio Ambiente,No urgente,2023-02-04,1,1,1
no hay suficientes escuelas públicas.,Santa Marta,2082,Laura,56.0,F,Salud,No urgente,2024-01-30,1,1,0
falta agua potable en varias casas.,Barranquilla,2083,María,27.0,Otro,Salud,Urgente,2024-08-08,0,0,1
faltan médicos en el centro de salud.,Santa Marta,2084,Camilo,46.0,M,Salud,No urgente,2024-07-18,0,0,1
faltan médicos en el centro de salud.,Cartagena,2085,María,25.0,M,Salud,No urgente,2023-05-23,1,1,1
falta agua potable en varias casas.,Pereira,2086,Jorge,45.0,M,Seguridad,Urgente,2023-09-14,1,0,1
queremos más presencia policial.,Cúcuta,2087,Juan,61.0,Otro,Seguridad,Urgente,2023-02-13,1,1,1
falta agua potable en varias casas.,Barranquilla,2088,Pedro,70.0,F,Salud,No urgente,2024-01-07,0,1,0
necesitamos más acceso a internet en la zona.,Medellín,2089,Jorge,40.0,M,Salud,Urgente,2023-09-19,0,0,0
no tenemos centros culturales ni bibliotecas.,Manizales,2090,Sofía,51.0,Otro,Seguridad,Urgente,2024-10-11,0,0,0
no tenemos centros culturales ni bibliotecas.,Pereira,2091,Valentina,66.0,M,Salud,No urgente,2023-04-27,0,0,0
queremos más presencia policial.,Pereira,2092,Pedro,22.0,M,Educación,No urgente,2023-12-27,0,0,1
no hay suficientes escuelas públicas.,Bogotá,2093,María,,M,Educación,Urgente,2024-03-20,1,0,1
,Cúcuta,2094,Jorge,25.0,Otro,Salud,No urgente,2024-01-12,0,1,0
no hay suficientes escuelas públicas.,Santa Marta,2095,Camilo,34.0,M,Medio Ambiente,No urgente,2024-07-08,1,0,1
hay problemas con la recolección de basura.,Medellín,2096,Carlos,31.0,Otro,Educación,No urgente,2024-12-01,0,1,0
no tenemos centros culturales ni bibliotecas.,Manizales,2097,Camilo,35.0,,Medio Ambiente,No urgente,2023-03-25,1,1,1
,Cúcuta,2098,María,71.0,Otro,Medio Ambiente,No urgente,2024-08-21,0,0,1
las basuras no se recogen a tiempo.,Barranquilla,2099,Ana,78.0,M,Seguridad,No urgente,2023-12-05,1,1,0
la contaminación del río está aumentando.,Pereira,2100,Ana,30.0,M,Salud,No urgente,2023-10-13,0,0,0
la contaminación del río está aumentando.,Bogotá,2101,Sofía,69.0,Otro,Medio Ambiente,No urgente,2024-05-13,1,0,0
falta agua potable en varias casas.,Cúcuta,2102,Pedro,78.0,F,Seguridad,No urgente,2023-02-10,0,0,1
hay problemas con la recolección de basura.,Manizales,2103,Carlos,59.0,M,Seguridad,No urgente,2023-02-11,0,1,0
no hay suficientes escuelas públicas.,Barranquilla,2104,Ana,67.0,F,Seguridad,Urgente,2024-05-04,1,0,0
falta agua potable en varias casas.,Cali,2105,Camilo,52.0,M,Educación,Urgente,2024-10-27,0,1,1
,Bogotá,2106,María,74.0,F,Educación,No urgente,2024-07-27,1,1,0
falta agua potable en varias casas.,Bogotá,2107,Juan,20.0,M,Seguridad,Urgente,2024-08-23,0,0,0
no hay suficientes escuelas públicas.,Bucaramanga,2108,Pedro,22.0,Otro,Medio Ambiente,Urgente,2023-08-27,0,1,0
las calles están muy oscuras y peligrosas.,Cali,2109,Valentina,42.0,M,Educación,Urgente,2023-02-11,0,1,0
no hay suficientes escuelas públicas.,Medellín,2110,Valentina,40.0,F,Medio Ambiente,No urgente,2024-07-13,1,0,1
necesitamos más acceso a internet en la zona.,Cúcuta,2111,Laura,64.0,F,Medio Ambiente,No urgente,2024-11-26,1,0,0
,Pereira,2112,Juan,26.0,F,Educación,No urgente,2024-02-14,1,0,1
queremos más presencia policial.,Cali,2113,Ana,54.0,F,Educación,No urgente,2024-03-15,1,1,0
necesitamos más acceso a internet en la zona.,Barranquilla,2114,Valentina,66.0,Otro,Educación,No urgente,2024-03-28,0,1,0
las calles están muy oscuras y peligrosas.,Bogotá,2115,Jorge,24.0,M,Salud,No urgente,2023-04-07,1,0,1
,Pereira,2116,Ana,19.0,Otro,Seguridad,Urgente,2023-11-25,1,0,1
no hay suficientes escuelas públicas.,Cali,2117,Jorge,47.0,Otro,Educación,No urgente,2024-03-10,1,1,0
faltan médicos en el centro de salud.,Cartagena,2118,Carlos,56.0,F,Salud,Urgente,2023-11-25,1,0,1
las basuras no se recogen a tiempo.,Manizales,2119,Jorge,53.0,F,Salud,No urgente,2024-05-31,1,0,1
hay problemas con la recolección de basura.,Cartagena,2120,Laura,70.0,F,Salud,No urgente,2023-03-20,0,0,1
queremos más presencia policial.,Bogotá,2121,Camilo,16.0,Otro,Medio Ambiente,No urgente,2023-12-15,1,0,1
necesitamos más acceso a internet en la zona.,Cali,2122,Jorge,23.0,F,Medio Ambiente,No urgente,2024-05-11,0,0,1
no hay suficientes escuelas públicas.,Bucaramanga,2123,Ana,67.0,Otro,Seguridad,No urgente,2024-07-18,0,0,1
la contaminación del río está aumentando.,Cartagena,2124,María,58.0,M,Seguridad,Urgente,2023-06-09,1,1,1
hay problemas con la recolección de basura.,Medellín,2125,Pedro,70.0,F,Educación,Urgente,2023-10-07,1,1,0
las calles están muy oscuras y peligrosas.,Cúcuta,2126,Sofía,,F,Educación,No urgente,2024-08-15,0,0,0
necesitamos más acceso a internet en la zona.,Cartagena,2127,Valentina,,F,Seguridad,No urgente,2024-10-12,1,1,0
faltan médicos en el centro de salud.,Cúcuta,2128,Ana,37.0,F,Salud,Urgente,2024-11-15,1,0,1
hay problemas con la recolección de basura.,Barranquilla,2129,Valentina,25.0,Otro,Seguridad,Urgente,2024-06-22,1,0,1
la contaminación del río está aumentando.,Cali,2130,Ana,68.0,F,Seguridad,Urgente,2023-11-08,1,1,1
hay problemas con la recolección de basura.,Cartagena,2131,María,50.0,,Seguridad,Urgente,2024-06-27,0,0,1
las calles están muy oscuras y peligrosas.,Bucaramanga,2132,Laura,72.0,F,Educación,No urgente,2023-07-09,1,0,0
no tenemos centros culturales ni bibliotecas.,Santa Marta,2133,Pedro,,Otro,Medio Ambiente,No urgente,2024-04-11,1,0,1
,Barranquilla,2134,Jorge,21.0,M,Seguridad,Urgente,2023-11-11,1,0,1
queremos más presencia policial.,Medellín,2135,Pedro,54.0,F,Salud,Urgente,2024-08-25,1,1,1
